report_id,country,region,bacterial_species,antibiotic,year,resistance_rate,mortality_rate,infection_type,sample_size
1568,India,Southeast Asia,Escherichia coli,Amoxicillin,2019,63.2,10.5,hospital,250
1569,Japan,East Asia,Klebsiella pneumoniae,Ceftriaxone,2023,33.4,10.9,community,200
1570,Japan,East Asia,Acinetobacter baumannii,Ceftriaxone,2023,39.1,5.9,community,200
1571,India,Southeast Asia,Escherichia coli,Amoxicillin,2023,75.1,14.8,hospital,100
1572,India,Southeast Asia,Acinetobacter baumannii,Vancomycin,2022,38.9,9.2,hospital,300
1573,Nigeria,Africa,Klebsiella pneumoniae,Ciprofloxacin,2020,31.0,8.6,hospital,150
1574,Japan,East Asia,Escherichia coli,Amoxicillin,2020,20.9,4.1,community,300
1575,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2020,31.3,10.4,community,300
1576,South Africa,Africa,Klebsiella pneumoniae,Ceftriaxone,2023,61.1,9.5,community,100
1577,France,Europe,Klebsiella pneumoniae,Vancomycin,2019,17.5,0.5,hospital,250
1578,France,Europe,Klebsiella pneumoniae,Ciprofloxacin,2019,18.2,0.5,community,150
1579,Germany,Europe,Acinetobacter baumannii,Vancomycin,2021,30.1,1.2,community,250
1580,South Africa,Africa,Escherichia coli,Amoxicillin,2022,61.6,15.5,hospital,100
1581,Nigeria,Africa,Escherichia coli,Ceftriaxone,2023,48.6,12.9,hospital,300
1582,Brazil,South America,Pseudomonas aeruginosa,Ceftriaxone,2019,42.8,10.3,community,250
1583,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2020,34.4,9.1,hospital,100
1584,South Africa,Africa,Klebsiella pneumoniae,Vancomycin,2020,60.0,7.8,community,300
1585,Australia,Oceania,Escherichia coli,Amoxicillin,2021,16.7,7.5,hospital,100
1586,Nigeria,Africa,Staphylococcus aureus,Amoxicillin,2021,38.3,9.3,hospital,200
1587,South Africa,Africa,Staphylococcus aureus,Meropenem,2021,72.8,12.7,community,250
1588,Brazil,South America,Pseudomonas aeruginosa,Meropenem,2019,38.7,8.2,community,300
1589,Germany,Europe,Acinetobacter baumannii,Meropenem,2022,24.8,5.5,community,100
1590,India,Southeast Asia,Staphylococcus aureus,Amoxicillin,2019,40.9,7.9,community,300
1591,China,East Asia,Pseudomonas aeruginosa,Meropenem,2019,18.7,6.9,community,150
1592,India,Southeast Asia,Klebsiella pneumoniae,Vancomycin,2023,50.4,13.2,community,300
1593,Brazil,South America,Acinetobacter baumannii,Amoxicillin,2023,46.1,4.4,community,100
1594,India,Southeast Asia,Klebsiella pneumoniae,Vancomycin,2023,70.5,17.1,hospital,250
1595,Japan,East Asia,Escherichia coli,Ceftriaxone,2020,42.6,6.2,community,250
1596,Japan,East Asia,Staphylococcus aureus,Vancomycin,2019,33.6,2.6,hospital,300
1597,Brazil,South America,Acinetobacter baumannii,Ceftriaxone,2019,38.6,7.5,hospital,250
1598,India,Southeast Asia,Klebsiella pneumoniae,Meropenem,2023,78.5,18.1,community,200
1599,USA,North America,Escherichia coli,Meropenem,2020,14.3,3.1,community,300
1600,South Africa,Africa,Pseudomonas aeruginosa,Vancomycin,2023,37.2,10.2,hospital,200
1601,Japan,East Asia,Klebsiella pneumoniae,Amoxicillin,2018,20.4,5.0,hospital,100
1602,Germany,Europe,Escherichia coli,Amoxicillin,2018,26.0,4.3,community,200
1603,Nigeria,Africa,Escherichia coli,Amoxicillin,2021,57.8,12.2,community,200
1604,South Africa,Africa,Pseudomonas aeruginosa,Ceftriaxone,2020,55.9,12.3,community,100
1605,Japan,East Asia,Staphylococcus aureus,Ceftriaxone,2020,42.7,12.1,hospital,300
1606,USA,North America,Klebsiella pneumoniae,Ceftriaxone,2019,18.3,1.0,community,150
1607,Brazil,South America,Staphylococcus aureus,Meropenem,2021,48.2,7.9,hospital,100
1608,Australia,Oceania,Staphylococcus aureus,Vancomycin,2020,10.8,0.5,hospital,300
1609,Germany,Europe,Escherichia coli,Vancomycin,2020,13.9,0.5,community,150
1610,South Africa,Africa,Acinetobacter baumannii,Ceftriaxone,2018,43.2,10.3,hospital,200
1611,Australia,Oceania,Escherichia coli,Meropenem,2023,18.6,6.0,hospital,300
1612,China,East Asia,Pseudomonas aeruginosa,Meropenem,2020,42.2,11.1,hospital,250
1613,Germany,Europe,Pseudomonas aeruginosa,Ceftriaxone,2018,19.7,4.9,community,250
1614,France,Europe,Klebsiella pneumoniae,Ciprofloxacin,2019,25.5,7.0,hospital,300
1615,India,Southeast Asia,Escherichia coli,Meropenem,2019,46.4,5.4,hospital,200
1616,Germany,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2020,19.7,1.8,hospital,100
1617,France,Europe,Escherichia coli,Ciprofloxacin,2022,21.9,8.8,community,200
1618,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2018,10.4,6.6,community,250
1619,Australia,Oceania,Klebsiella pneumoniae,Amoxicillin,2021,14.5,4.8,community,250
1620,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2020,27.0,0.7,community,100
1621,Japan,East Asia,Acinetobacter baumannii,Amoxicillin,2018,27.6,7.7,community,100
1622,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2018,19.1,7.6,community,250
1623,Brazil,South America,Staphylococcus aureus,Amoxicillin,2018,39.9,11.1,hospital,100
1624,France,Europe,Acinetobacter baumannii,Ceftriaxone,2023,33.8,2.2,community,200
1625,USA,North America,Klebsiella pneumoniae,Meropenem,2018,7.9,1.0,hospital,150
1626,China,East Asia,Escherichia coli,Vancomycin,2023,41.5,6.2,community,100
1627,Nigeria,Africa,Klebsiella pneumoniae,Vancomycin,2023,47.8,7.7,community,200
1628,France,Europe,Pseudomonas aeruginosa,Ceftriaxone,2021,16.3,1.8,hospital,300
1629,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2019,50.8,13.5,community,300
1630,Germany,Europe,Escherichia coli,Meropenem,2019,19.2,5.4,community,300
1631,Japan,East Asia,Escherichia coli,Ceftriaxone,2021,25.3,3.6,community,300
1632,Nigeria,Africa,Klebsiella pneumoniae,Meropenem,2020,39.5,5.5,hospital,150
1633,Japan,East Asia,Klebsiella pneumoniae,Ceftriaxone,2022,28.7,8.0,hospital,250
1634,India,Southeast Asia,Acinetobacter baumannii,Ciprofloxacin,2018,48.9,9.7,hospital,300
1635,Germany,Europe,Escherichia coli,Meropenem,2021,26.1,8.7,hospital,100
1636,China,East Asia,Staphylococcus aureus,Meropenem,2018,34.9,3.8,community,300
1637,Brazil,South America,Pseudomonas aeruginosa,Meropenem,2020,38.3,12.1,hospital,100
1638,Germany,Europe,Pseudomonas aeruginosa,Ceftriaxone,2023,44.3,4.2,community,200
1639,India,Southeast Asia,Acinetobacter baumannii,Amoxicillin,2019,69.6,18.3,hospital,250
1640,Germany,Europe,Staphylococcus aureus,Amoxicillin,2020,17.5,5.0,community,100
1641,South Africa,Africa,Klebsiella pneumoniae,Meropenem,2022,42.3,9.0,community,150
1642,Brazil,South America,Escherichia coli,Ceftriaxone,2020,37.8,3.4,hospital,250
1643,China,East Asia,Escherichia coli,Ciprofloxacin,2021,34.6,11.3,hospital,250
1644,China,East Asia,Acinetobacter baumannii,Ceftriaxone,2022,48.4,6.2,community,200
1645,Nigeria,Africa,Escherichia coli,Ceftriaxone,2021,49.3,6.8,hospital,250
1646,Japan,East Asia,Pseudomonas aeruginosa,Amoxicillin,2023,39.7,3.6,hospital,300
1647,Australia,Oceania,Klebsiella pneumoniae,Meropenem,2020,12.6,2.5,community,150
1648,China,East Asia,Acinetobacter baumannii,Ciprofloxacin,2021,32.4,4.9,hospital,150
1649,USA,North America,Acinetobacter baumannii,Ciprofloxacin,2023,30.0,3.6,community,250
1650,USA,North America,Klebsiella pneumoniae,Amoxicillin,2021,14.1,4.5,hospital,250
1651,India,Southeast Asia,Klebsiella pneumoniae,Amoxicillin,2018,40.3,9.0,hospital,100
1652,China,East Asia,Staphylococcus aureus,Meropenem,2018,32.9,9.3,community,300
1653,India,Southeast Asia,Pseudomonas aeruginosa,Ciprofloxacin,2023,51.4,13.6,hospital,200
1654,Japan,East Asia,Pseudomonas aeruginosa,Vancomycin,2019,22.5,8.0,community,200
1655,France,Europe,Pseudomonas aeruginosa,Vancomycin,2019,27.8,10.3,community,250
1656,Australia,Oceania,Staphylococcus aureus,Ceftriaxone,2022,26.0,6.6,hospital,200
1657,Nigeria,Africa,Acinetobacter baumannii,Meropenem,2022,37.0,10.3,hospital,100
1658,USA,North America,Escherichia coli,Ceftriaxone,2018,14.2,1.2,community,300
1659,Brazil,South America,Staphylococcus aureus,Vancomycin,2019,44.0,10.0,community,150
1660,Germany,Europe,Klebsiella pneumoniae,Ciprofloxacin,2018,22.3,7.4,hospital,100
1661,Nigeria,Africa,Escherichia coli,Ciprofloxacin,2018,45.6,12.7,community,150
1662,South Africa,Africa,Acinetobacter baumannii,Meropenem,2022,50.6,10.1,hospital,100
1663,Brazil,South America,Staphylococcus aureus,Meropenem,2018,45.0,13.8,community,200
1664,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2022,36.9,5.8,hospital,100
1665,Germany,Europe,Acinetobacter baumannii,Ciprofloxacin,2022,26.2,1.0,hospital,200
1666,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2019,24.7,5.8,hospital,150
1667,USA,North America,Pseudomonas aeruginosa,Amoxicillin,2022,27.8,10.2,community,250
1668,Australia,Oceania,Pseudomonas aeruginosa,Ciprofloxacin,2018,10.1,5.6,community,100
1669,Germany,Europe,Klebsiella pneumoniae,Ceftriaxone,2023,30.2,9.2,community,300
1670,USA,North America,Klebsiella pneumoniae,Amoxicillin,2023,34.4,10.7,hospital,100
1671,Nigeria,Africa,Acinetobacter baumannii,Ceftriaxone,2019,43.5,7.5,hospital,250
1672,Brazil,South America,Staphylococcus aureus,Ceftriaxone,2023,48.9,7.6,community,150
1673,Australia,Oceania,Escherichia coli,Ciprofloxacin,2018,8.6,0.5,community,150
1674,Germany,Europe,Escherichia coli,Ciprofloxacin,2023,28.6,5.5,hospital,200
1675,China,East Asia,Acinetobacter baumannii,Amoxicillin,2022,42.2,11.1,community,150
1676,Germany,Europe,Staphylococcus aureus,Vancomycin,2023,27.4,10.0,hospital,150
1677,USA,North America,Acinetobacter baumannii,Ciprofloxacin,2020,17.9,2.9,hospital,250
1678,China,East Asia,Escherichia coli,Meropenem,2022,23.6,1.4,community,150
1679,Nigeria,Africa,Escherichia coli,Ceftriaxone,2021,50.6,5.7,hospital,250
1680,Brazil,South America,Acinetobacter baumannii,Amoxicillin,2018,22.4,4.0,community,100
1681,China,East Asia,Pseudomonas aeruginosa,Vancomycin,2022,33.9,10.6,community,200
1682,Nigeria,Africa,Pseudomonas aeruginosa,Amoxicillin,2021,38.6,9.5,community,250
1683,France,Europe,Escherichia coli,Ceftriaxone,2018,26.5,8.4,hospital,150
1684,Australia,Oceania,Staphylococcus aureus,Amoxicillin,2019,19.3,4.7,community,300
1685,Australia,Oceania,Pseudomonas aeruginosa,Meropenem,2020,20.3,1.6,hospital,100
1686,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2023,57.0,12.5,hospital,150
1687,Australia,Oceania,Staphylococcus aureus,Vancomycin,2019,20.3,3.0,community,200
1688,France,Europe,Escherichia coli,Ceftriaxone,2022,30.1,10.0,community,100
1689,France,Europe,Pseudomonas aeruginosa,Meropenem,2018,19.6,7.6,hospital,300
1690,Nigeria,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2020,43.1,7.6,hospital,100
1691,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2018,13.6,1.3,community,100
1692,Germany,Europe,Staphylococcus aureus,Amoxicillin,2022,23.4,6.2,hospital,300
1693,Brazil,South America,Escherichia coli,Meropenem,2023,58.4,8.5,community,300
1694,Australia,Oceania,Staphylococcus aureus,Ciprofloxacin,2019,20.5,4.2,community,250
1695,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2021,51.7,7.8,community,150
1696,Nigeria,Africa,Escherichia coli,Amoxicillin,2020,62.7,16.3,community,150
1697,Brazil,South America,Staphylococcus aureus,Ceftriaxone,2019,38.6,8.5,community,100
1698,France,Europe,Acinetobacter baumannii,Ceftriaxone,2019,12.3,0.5,hospital,150
1699,Germany,Europe,Pseudomonas aeruginosa,Ceftriaxone,2019,27.3,5.1,hospital,300
1700,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2020,41.6,5.8,community,200
1701,China,East Asia,Staphylococcus aureus,Ciprofloxacin,2018,30.8,1.7,community,300
1702,Brazil,South America,Escherichia coli,Ceftriaxone,2022,40.3,9.3,hospital,150
1703,South Africa,Africa,Escherichia coli,Vancomycin,2018,44.2,8.6,hospital,100
1704,Germany,Europe,Staphylococcus aureus,Vancomycin,2023,28.9,9.0,community,100
1705,South Africa,Africa,Escherichia coli,Ciprofloxacin,2018,25.9,1.8,hospital,250
1706,India,Southeast Asia,Escherichia coli,Amoxicillin,2019,69.5,11.0,hospital,300
1707,China,East Asia,Acinetobacter baumannii,Ciprofloxacin,2022,27.4,4.1,community,300
1708,Germany,Europe,Escherichia coli,Ciprofloxacin,2022,34.0,3.9,hospital,200
1709,Brazil,South America,Escherichia coli,Ciprofloxacin,2021,57.5,15.6,community,200
1710,South Africa,Africa,Acinetobacter baumannii,Ceftriaxone,2022,38.3,6.1,community,200
1711,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2019,59.4,7.7,hospital,100
1712,China,East Asia,Acinetobacter baumannii,Amoxicillin,2018,38.3,9.6,community,200
1713,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2020,26.8,4.2,community,250
1714,South Africa,Africa,Klebsiella pneumoniae,Meropenem,2022,43.4,11.1,community,150
1715,Germany,Europe,Escherichia coli,Ceftriaxone,2023,22.8,0.5,community,100
1716,China,East Asia,Acinetobacter baumannii,Ceftriaxone,2023,33.3,11.2,community,100
1717,USA,North America,Acinetobacter baumannii,Vancomycin,2020,12.2,0.5,hospital,300
1718,Germany,Europe,Escherichia coli,Vancomycin,2019,20.5,0.5,community,100
1719,Germany,Europe,Acinetobacter baumannii,Meropenem,2019,16.8,8.3,community,100
1720,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2023,31.8,2.0,hospital,100
1721,Australia,Oceania,Klebsiella pneumoniae,Ciprofloxacin,2019,7.7,6.0,community,300
1722,Germany,Europe,Staphylococcus aureus,Ceftriaxone,2019,17.0,1.3,hospital,200
1723,China,East Asia,Escherichia coli,Ceftriaxone,2020,23.1,0.5,community,250
1724,South Africa,Africa,Klebsiella pneumoniae,Ciprofloxacin,2023,49.0,9.0,hospital,250
1725,France,Europe,Escherichia coli,Meropenem,2018,27.3,9.8,community,150
1726,Germany,Europe,Acinetobacter baumannii,Vancomycin,2018,26.9,0.6,community,200
1727,China,East Asia,Acinetobacter baumannii,Ciprofloxacin,2023,36.9,2.9,community,250
1728,France,Europe,Klebsiella pneumoniae,Amoxicillin,2023,25.4,7.1,hospital,250
1729,France,Europe,Acinetobacter baumannii,Ciprofloxacin,2021,25.1,6.0,hospital,250
1730,Brazil,South America,Pseudomonas aeruginosa,Ciprofloxacin,2023,51.9,15.1,community,300
1731,France,Europe,Klebsiella pneumoniae,Vancomycin,2020,29.8,8.0,hospital,300
1732,Australia,Oceania,Pseudomonas aeruginosa,Meropenem,2018,9.8,0.5,hospital,250
1733,USA,North America,Escherichia coli,Ciprofloxacin,2021,12.2,6.3,community,200
1734,China,East Asia,Acinetobacter baumannii,Vancomycin,2018,38.7,3.3,hospital,250
1735,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2022,27.6,1.4,hospital,250
1736,India,Southeast Asia,Staphylococcus aureus,Vancomycin,2021,66.5,16.4,hospital,150
1737,Australia,Oceania,Staphylococcus aureus,Meropenem,2022,23.4,2.8,hospital,250
1738,China,East Asia,Pseudomonas aeruginosa,Amoxicillin,2022,36.2,9.7,community,100
1739,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2022,50.8,9.9,hospital,100
1740,India,Southeast Asia,Escherichia coli,Amoxicillin,2021,40.0,3.6,hospital,200
1741,Germany,Europe,Pseudomonas aeruginosa,Ciprofloxacin,2019,20.3,1.9,hospital,150
1742,China,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2018,38.5,4.3,hospital,150
1743,France,Europe,Pseudomonas aeruginosa,Ceftriaxone,2022,30.1,9.9,community,150
1744,Australia,Oceania,Staphylococcus aureus,Meropenem,2020,24.4,2.2,hospital,250
1745,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2020,30.8,2.7,community,300
1746,Brazil,South America,Pseudomonas aeruginosa,Vancomycin,2020,24.2,4.5,hospital,150
1747,France,Europe,Acinetobacter baumannii,Ceftriaxone,2018,27.8,2.2,hospital,150
1748,India,Southeast Asia,Pseudomonas aeruginosa,Ceftriaxone,2021,58.8,14.2,hospital,200
1749,India,Southeast Asia,Acinetobacter baumannii,Ceftriaxone,2023,59.3,13.3,hospital,200
1750,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2023,28.7,10.4,community,100
1751,Germany,Europe,Klebsiella pneumoniae,Meropenem,2023,24.9,5.6,hospital,250
1752,Japan,East Asia,Staphylococcus aureus,Vancomycin,2021,31.2,10.2,hospital,300
1753,Brazil,South America,Acinetobacter baumannii,Vancomycin,2020,35.1,5.5,hospital,150
1754,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2023,53.2,11.4,community,300
1755,India,Southeast Asia,Pseudomonas aeruginosa,Meropenem,2018,61.3,9.1,hospital,250
1756,Germany,Europe,Acinetobacter baumannii,Vancomycin,2020,28.8,2.6,hospital,250
1757,Nigeria,Africa,Escherichia coli,Vancomycin,2023,37.8,5.1,community,100
1758,Nigeria,Africa,Staphylococcus aureus,Ciprofloxacin,2019,56.9,8.8,hospital,150
1759,USA,North America,Acinetobacter baumannii,Ciprofloxacin,2022,17.3,6.8,hospital,100
1760,Australia,Oceania,Pseudomonas aeruginosa,Vancomycin,2018,15.2,7.6,hospital,150
1761,Australia,Oceania,Escherichia coli,Vancomycin,2020,14.0,5.8,community,150
1762,Australia,Oceania,Klebsiella pneumoniae,Vancomycin,2018,11.7,0.8,community,150
1763,China,East Asia,Staphylococcus aureus,Ceftriaxone,2022,22.8,0.6,hospital,200
1764,India,Southeast Asia,Klebsiella pneumoniae,Amoxicillin,2020,42.6,13.1,community,250
1765,Japan,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2019,22.5,8.0,community,250
1766,Nigeria,Africa,Klebsiella pneumoniae,Ceftriaxone,2021,31.6,5.2,hospital,150
1767,France,Europe,Acinetobacter baumannii,Amoxicillin,2019,31.7,8.4,community,250
1768,South Africa,Africa,Acinetobacter baumannii,Vancomycin,2022,33.9,8.1,hospital,250
1769,USA,North America,Pseudomonas aeruginosa,Vancomycin,2020,24.1,0.5,community,150
1770,France,Europe,Acinetobacter baumannii,Vancomycin,2021,35.9,5.4,hospital,100
1771,Germany,Europe,Klebsiella pneumoniae,Vancomycin,2022,16.2,5.7,community,200
1772,Germany,Europe,Klebsiella pneumoniae,Meropenem,2023,26.6,5.4,hospital,200
1773,Japan,East Asia,Pseudomonas aeruginosa,Ceftriaxone,2023,35.7,8.5,community,100
1774,Australia,Oceania,Pseudomonas aeruginosa,Meropenem,2022,19.2,4.1,community,300
1775,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2020,35.1,7.2,community,300
1776,Australia,Oceania,Acinetobacter baumannii,Meropenem,2021,24.1,4.8,community,100
1777,Germany,Europe,Klebsiella pneumoniae,Ceftriaxone,2018,16.5,4.8,hospital,150
1778,Germany,Europe,Acinetobacter baumannii,Meropenem,2018,10.5,3.7,community,250
1779,South Africa,Africa,Pseudomonas aeruginosa,Meropenem,2020,65.3,9.3,hospital,250
1780,France,Europe,Acinetobacter baumannii,Amoxicillin,2018,19.8,7.4,community,300
1781,Japan,East Asia,Escherichia coli,Amoxicillin,2021,22.0,3.9,community,250
1782,France,Europe,Klebsiella pneumoniae,Amoxicillin,2021,23.4,8.3,community,300
1783,China,East Asia,Pseudomonas aeruginosa,Meropenem,2020,36.9,4.3,community,200
1784,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2021,25.1,3.6,hospital,300
1785,France,Europe,Pseudomonas aeruginosa,Amoxicillin,2021,25.7,6.5,hospital,100
1786,India,Southeast Asia,Staphylococcus aureus,Ceftriaxone,2022,75.3,17.4,community,250
1787,China,East Asia,Pseudomonas aeruginosa,Amoxicillin,2019,18.9,4.4,community,150
1788,South Africa,Africa,Klebsiella pneumoniae,Amoxicillin,2021,52.3,7.7,community,150
1789,Australia,Oceania,Pseudomonas aeruginosa,Ceftriaxone,2023,20.7,2.4,hospital,100
1790,Brazil,South America,Acinetobacter baumannii,Ciprofloxacin,2019,34.1,6.4,community,150
1791,USA,North America,Klebsiella pneumoniae,Meropenem,2023,22.8,8.7,community,150
1792,Brazil,South America,Pseudomonas aeruginosa,Ceftriaxone,2019,28.8,8.5,hospital,100
1793,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2019,25.5,7.8,hospital,250
1794,USA,North America,Escherichia coli,Meropenem,2022,17.9,3.6,hospital,200
1795,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2019,30.3,9.4,community,300
1796,South Africa,Africa,Acinetobacter baumannii,Vancomycin,2018,60.6,11.4,community,250
1797,China,East Asia,Pseudomonas aeruginosa,Vancomycin,2022,45.9,13.7,community,300
1798,Japan,East Asia,Pseudomonas aeruginosa,Amoxicillin,2020,30.9,6.2,community,150
1799,Germany,Europe,Escherichia coli,Ciprofloxacin,2018,19.1,0.5,hospital,300
1800,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2020,19.8,1.5,community,200
1801,South Africa,Africa,Escherichia coli,Ceftriaxone,2021,64.6,10.1,hospital,150
1802,France,Europe,Klebsiella pneumoniae,Amoxicillin,2022,16.3,0.8,community,300
1803,India,Southeast Asia,Pseudomonas aeruginosa,Ciprofloxacin,2020,38.3,6.1,hospital,300
1804,Brazil,South America,Pseudomonas aeruginosa,Meropenem,2018,40.8,10.6,hospital,100
1805,South Africa,Africa,Staphylococcus aureus,Amoxicillin,2020,63.3,15.6,community,150
1806,India,Southeast Asia,Pseudomonas aeruginosa,Ceftriaxone,2018,55.2,13.6,community,250
1807,Brazil,South America,Acinetobacter baumannii,Vancomycin,2019,33.2,10.6,community,150
1808,USA,North America,Staphylococcus aureus,Amoxicillin,2019,23.2,8.3,community,250
1809,Australia,Oceania,Pseudomonas aeruginosa,Ceftriaxone,2021,11.0,5.0,hospital,250
1810,Nigeria,Africa,Escherichia coli,Ciprofloxacin,2019,55.2,10.1,hospital,150
1811,Germany,Europe,Acinetobacter baumannii,Ceftriaxone,2023,35.5,7.5,community,250
1812,Germany,Europe,Acinetobacter baumannii,Amoxicillin,2018,19.2,6.4,community,250
1813,Brazil,South America,Acinetobacter baumannii,Vancomycin,2019,37.3,8.3,hospital,300
1814,Japan,East Asia,Klebsiella pneumoniae,Meropenem,2023,38.0,6.8,community,300
1815,Nigeria,Africa,Staphylococcus aureus,Vancomycin,2022,54.4,6.7,hospital,200
1816,South Africa,Africa,Pseudomonas aeruginosa,Ciprofloxacin,2019,54.7,6.5,hospital,100
1817,China,East Asia,Escherichia coli,Vancomycin,2021,43.7,9.2,hospital,300
1818,South Africa,Africa,Staphylococcus aureus,Ceftriaxone,2022,51.3,15.1,hospital,150
1819,China,East Asia,Escherichia coli,Vancomycin,2018,15.4,0.5,hospital,100
1820,India,Southeast Asia,Pseudomonas aeruginosa,Amoxicillin,2022,61.5,9.4,hospital,300
1821,Japan,East Asia,Acinetobacter baumannii,Vancomycin,2021,39.0,8.8,community,200
1822,Germany,Europe,Escherichia coli,Amoxicillin,2021,18.1,2.0,community,300
1823,Australia,Oceania,Acinetobacter baumannii,Ciprofloxacin,2019,17.8,2.4,hospital,250
1824,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2020,12.7,2.7,community,100
1825,South Africa,Africa,Acinetobacter baumannii,Ciprofloxacin,2023,65.0,14.1,hospital,250
1826,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2018,16.1,6.6,community,300
1827,Japan,East Asia,Klebsiella pneumoniae,Ciprofloxacin,2021,25.1,2.3,hospital,200
1828,Australia,Oceania,Klebsiella pneumoniae,Ceftriaxone,2022,21.5,0.6,community,150
1829,Brazil,South America,Klebsiella pneumoniae,Ceftriaxone,2019,41.3,10.9,hospital,300
1830,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2019,52.2,9.8,hospital,300
1831,USA,North America,Klebsiella pneumoniae,Ciprofloxacin,2022,11.0,2.8,hospital,200
1832,Australia,Oceania,Klebsiella pneumoniae,Amoxicillin,2021,18.1,0.5,community,150
1833,USA,North America,Pseudomonas aeruginosa,Ceftriaxone,2023,33.3,10.1,hospital,200
1834,Brazil,South America,Pseudomonas aeruginosa,Meropenem,2018,43.7,4.3,community,200
1835,South Africa,Africa,Acinetobacter baumannii,Meropenem,2021,46.4,4.8,community,250
1836,Brazil,South America,Staphylococcus aureus,Amoxicillin,2019,32.3,9.8,hospital,250
1837,USA,North America,Staphylococcus aureus,Ciprofloxacin,2019,10.4,0.5,community,300
1838,Australia,Oceania,Escherichia coli,Meropenem,2021,11.8,0.5,community,300
1839,India,Southeast Asia,Escherichia coli,Amoxicillin,2020,70.3,14.9,hospital,300
1840,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2022,49.2,12.9,hospital,200
1841,Brazil,South America,Escherichia coli,Meropenem,2018,31.7,5.2,community,150
1842,Germany,Europe,Acinetobacter baumannii,Ciprofloxacin,2019,25.8,8.5,community,150
1843,Germany,Europe,Klebsiella pneumoniae,Ceftriaxone,2020,34.1,3.0,hospital,150
1844,USA,North America,Staphylococcus aureus,Amoxicillin,2019,10.7,4.7,community,300
1845,Brazil,South America,Klebsiella pneumoniae,Ciprofloxacin,2020,31.1,5.2,community,200
1846,France,Europe,Staphylococcus aureus,Amoxicillin,2021,14.9,6.5,community,250
1847,Brazil,South America,Acinetobacter baumannii,Meropenem,2019,39.5,8.3,hospital,100
1848,Germany,Europe,Escherichia coli,Meropenem,2020,25.4,8.5,community,100
1849,France,Europe,Staphylococcus aureus,Vancomycin,2019,27.3,4.1,hospital,200
1850,China,East Asia,Pseudomonas aeruginosa,Ciprofloxacin,2022,47.0,5.1,hospital,300
1851,Nigeria,Africa,Acinetobacter baumannii,Vancomycin,2023,52.7,13.0,community,250
1852,France,Europe,Klebsiella pneumoniae,Ceftriaxone,2019,29.4,6.5,community,100
1853,China,East Asia,Escherichia coli,Amoxicillin,2018,31.9,3.5,hospital,300
1854,South Africa,Africa,Pseudomonas aeruginosa,Vancomycin,2023,46.2,4.9,hospital,200
1855,France,Europe,Pseudomonas aeruginosa,Vancomycin,2020,24.9,8.0,community,300
1856,Nigeria,Africa,Escherichia coli,Ceftriaxone,2019,40.1,10.2,community,100
1857,China,East Asia,Klebsiella pneumoniae,Meropenem,2020,37.6,3.1,hospital,250
1858,Japan,East Asia,Acinetobacter baumannii,Ciprofloxacin,2019,17.8,5.7,hospital,300
1859,China,East Asia,Klebsiella pneumoniae,Ceftriaxone,2023,23.3,3.6,hospital,200
1860,Australia,Oceania,Acinetobacter baumannii,Vancomycin,2021,23.3,0.5,community,300
1861,Japan,East Asia,Klebsiella pneumoniae,Vancomycin,2020,36.5,5.9,hospital,250
1862,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2021,63.7,15.4,hospital,150
1863,Germany,Europe,Staphylococcus aureus,Ciprofloxacin,2018,25.4,2.4,hospital,150
1864,Nigeria,Africa,Staphylococcus aureus,Ceftriaxone,2021,37.8,11.6,community,200
